2601 2	
	 -0.803476382 1.606952764
	 -0.6427811056 1.606952764
	 -0.4820858292 1.606952764
	 -0.3213905528 1.606952764
	 -0.1606952764 1.606952764
	   0 1.606952764
	 0.1606952764 1.606952764
	 0.3213905528 1.606952764
	 0.4820858292 1.606952764
	 0.6427811056 1.606952764
	 0.803476382 1.606952764
	 0.9641716584 1.606952764
	 1.124866935 1.606952764
	 1.285562211 1.606952764
	 1.446257488 1.606952764
	 1.606952764 1.606952764
	 1.76764804 1.606952764
	 1.928343317 1.606952764
	 2.089038593 1.606952764
	 2.24973387 1.606952764
	 2.410429146 1.606952764
	 2.571124422 1.606952764
	 2.731819699 1.606952764
	 2.892514975 1.606952764
	 3.053210252 1.606952764
	 3.213905528 1.606952764
	 3.374600804 1.606952764
	 3.535296081 1.606952764
	 3.695991357 1.606952764
	 3.856686634 1.606952764
	 4.01738191 1.606952764
	 -4.01738191 1.76764804
	 -3.856686634 1.76764804
	 -3.695991357 1.76764804
	 -3.535296081 1.76764804
	 -3.374600804 1.76764804
	 -3.213905528 1.76764804
	 -3.053210252 1.76764804
	 -2.892514975 1.76764804
	 -2.731819699 1.76764804
	 -2.571124422 1.76764804
	 -2.410429146 1.76764804
	 -2.24973387 1.76764804
	 -2.089038593 1.76764804
	 -1.928343317 1.76764804
	 -1.76764804 1.76764804
	 -1.606952764 1.76764804
	 -1.446257488 1.76764804
	 -1.285562211 1.76764804
	 -1.124866935 1.76764804
	 -0.9641716584 1.76764804
	 -0.803476382 1.76764804
	 -0.6427811056 1.76764804
	 -0.4820858292 1.76764804
	 -0.3213905528 1.76764804
	 -0.1606952764 1.76764804
	   0 1.76764804
	 0.1606952764 1.76764804
	 0.3213905528 1.76764804
	 0.4820858292 1.76764804
	 0.6427811056 1.76764804
	 0.803476382 1.76764804
	 0.9641716584 1.76764804
	 1.124866935 1.76764804
	 1.285562211 1.76764804
	 1.446257488 1.76764804
	 1.606952764 1.76764804
	 1.76764804 1.76764804
	 1.928343317 1.76764804
	 2.089038593 1.76764804
	 2.24973387 1.76764804
	 2.410429146 1.76764804
	 2.571124422 1.76764804
	 2.731819699 1.76764804
	 2.892514975 1.76764804
	 3.053210252 1.76764804
	 3.213905528 1.76764804
	 3.374600804 1.76764804
	 3.535296081 1.76764804
	 3.695991357 1.76764804
	 3.856686634 1.76764804
	 4.01738191 1.76764804
	 -4.01738191 1.928343317
	 -3.856686634 1.928343317
	 -3.695991357 1.928343317
	 -3.535296081 1.928343317
	 -3.374600804 1.928343317
	 -3.213905528 1.928343317
	 -3.053210252 1.928343317
	 -2.892514975 1.928343317
	 -2.731819699 1.928343317
	 -2.571124422 1.928343317
	 -2.410429146 1.928343317
	 -2.24973387 1.928343317
	 -2.089038593 1.928343317
	 -1.928343317 1.928343317
	 -1.76764804 1.928343317
	 -1.606952764 1.928343317
	 -1.446257488 1.928343317
	 -1.285562211 1.928343317
	 -1.124866935 1.928343317
	 -0.9641716584 1.928343317
	 -0.803476382 1.928343317
	 -0.6427811056 1.928343317
	 -0.4820858292 1.928343317
	 -0.3213905528 1.928343317
	 -0.1606952764 1.928343317
	   0 1.928343317
	 0.1606952764 1.928343317
	 0.3213905528 1.928343317
	 0.4820858292 1.928343317
	 0.6427811056 1.928343317
	 0.803476382 1.928343317
	 0.9641716584 1.928343317
	 1.124866935 1.928343317
	 1.285562211 1.928343317
	 1.446257488 1.928343317
	 1.606952764 1.928343317
	 1.76764804 1.928343317
	 1.928343317 1.928343317
	 2.089038593 1.928343317
	 2.24973387 1.928343317
	 2.410429146 1.928343317
	 2.571124422 1.928343317
	 2.731819699 1.928343317
	 2.892514975 1.928343317
	 3.053210252 1.928343317
	 3.213905528 1.928343317
	 3.374600804 1.928343317
	 3.535296081 1.928343317
	 3.695991357 1.928343317
	 3.856686634 1.928343317
	 4.01738191 1.928343317
	 -4.01738191 2.089038593
	 -3.856686634 2.089038593
	 -3.695991357 2.089038593
	 -3.535296081 2.089038593
	 -3.374600804 2.089038593
	 -3.213905528 2.089038593
	 -3.053210252 2.089038593
	 -2.892514975 2.089038593
	 -2.731819699 2.089038593
	 -2.571124422 2.089038593
	 -2.410429146 2.089038593
	 -2.24973387 2.089038593
	 -2.089038593 2.089038593
	 -1.928343317 2.089038593
	 -1.76764804 2.089038593
	 -1.606952764 2.089038593
	 -1.446257488 2.089038593
	 -1.285562211 2.089038593
	 -1.124866935 2.089038593
	 -0.9641716584 2.089038593
	 -0.803476382 2.089038593
	 -0.6427811056 2.089038593
	 -0.4820858292 2.089038593
	 -0.3213905528 2.089038593
	 -0.1606952764 2.089038593
	   0 2.089038593
	 0.1606952764 2.089038593
	 0.3213905528 2.089038593
	 0.4820858292 2.089038593
	 0.6427811056 2.089038593
	 0.803476382 2.089038593
	 0.9641716584 2.089038593
	 1.124866935 2.089038593
	 1.285562211 2.089038593
	 1.446257488 2.089038593
	 1.606952764 2.089038593
	 1.76764804 2.089038593
	 1.928343317 2.089038593
	 2.089038593 2.089038593
	 2.24973387 2.089038593
	 2.410429146 2.089038593
	 2.571124422 2.089038593
	 2.731819699 2.089038593
	 2.892514975 2.089038593
	 3.053210252 2.089038593
	 3.213905528 2.089038593
	 3.374600804 2.089038593
	 3.535296081 2.089038593
	 3.695991357 2.089038593
	 3.856686634 2.089038593
	 4.01738191 2.089038593
	 -4.01738191 2.24973387
	 -3.856686634 2.24973387
	 -3.695991357 2.24973387
	 -3.535296081 2.24973387
	 -3.374600804 2.24973387
	 -3.213905528 2.24973387
	 -3.053210252 2.24973387
	 -2.892514975 2.24973387
	 -2.731819699 2.24973387
	 -2.571124422 2.24973387
	 -2.410429146 2.24973387
	 -2.24973387 2.24973387
	 -2.089038593 2.24973387
	 -1.928343317 2.24973387
	 -1.76764804 2.24973387
	 -1.606952764 2.24973387
	 -1.446257488 2.24973387
	 -1.285562211 2.24973387
	 -1.124866935 2.24973387
	 -0.9641716584 2.24973387
	 -0.803476382 2.24973387
	 -0.6427811056 2.24973387
	 -0.4820858292 2.24973387
	 -0.3213905528 2.24973387
	 -0.1606952764 2.24973387
	   0 2.24973387
	 0.1606952764 2.24973387
	 0.3213905528 2.24973387
	 0.4820858292 2.24973387
	 0.6427811056 2.24973387
	 0.803476382 2.24973387
	 0.9641716584 2.24973387
	 1.124866935 2.24973387
	 1.285562211 2.24973387
	 1.446257488 2.24973387
	 1.606952764 2.24973387
	 1.76764804 2.24973387
	 1.928343317 2.24973387
	 2.089038593 2.24973387
	 2.24973387 2.24973387
	 2.410429146 2.24973387
	 2.571124422 2.24973387
	 2.731819699 2.24973387
	 2.892514975 2.24973387
	 3.053210252 2.24973387
	 3.213905528 2.24973387
	 3.374600804 2.24973387
	 3.535296081 2.24973387
	 3.695991357 2.24973387
	 3.856686634 2.24973387
	 4.01738191 2.24973387
	 -4.01738191 2.410429146
	 -3.856686634 2.410429146
	 -3.695991357 2.410429146
	 -3.535296081 2.410429146
	 -3.374600804 2.410429146
	 -3.213905528 2.410429146
	 -3.053210252 2.410429146
	 -2.892514975 2.410429146
	 -2.731819699 2.410429146
	 -2.571124422 2.410429146
	 -2.410429146 2.410429146
	 -2.24973387 2.410429146
	 -2.089038593 2.410429146
	 -1.928343317 2.410429146
	 -1.76764804 2.410429146
	 -1.606952764 2.410429146
	 -1.446257488 2.410429146
	 -1.285562211 2.410429146
	 -1.124866935 2.410429146
	 -0.9641716584 2.410429146
	 -0.803476382 2.410429146
	 -0.6427811056 2.410429146
	 -0.4820858292 2.410429146
	 -0.3213905528 2.410429146
	 -0.1606952764 2.410429146
	   0 2.410429146
	 0.1606952764 2.410429146
	 0.3213905528 2.410429146
	 0.4820858292 2.410429146
	 0.6427811056 2.410429146
	 0.803476382 2.410429146
	 0.9641716584 2.410429146
	 1.124866935 2.410429146
	 1.285562211 2.410429146
	 1.446257488 2.410429146
	 1.606952764 2.410429146
	 1.76764804 2.410429146
	 1.928343317 2.410429146
	 2.089038593 2.410429146
	 2.24973387 2.410429146
	 2.410429146 2.410429146
	 2.571124422 2.410429146
	 2.731819699 2.410429146
	 2.892514975 2.410429146
	 3.053210252 2.410429146
	 3.213905528 2.410429146
	 3.374600804 2.410429146
	 3.535296081 2.410429146
	 3.695991357 2.410429146
	 3.856686634 2.410429146
	 4.01738191 2.410429146
	 -4.01738191 2.571124422
	 -3.856686634 2.571124422
	 -3.695991357 2.571124422
	 -3.535296081 2.571124422
	 -3.374600804 2.571124422
	 -3.213905528 2.571124422
	 -3.053210252 2.571124422
	 -2.892514975 2.571124422
	 -2.731819699 2.571124422
	 -2.571124422 2.571124422
	 -2.410429146 2.571124422
	 -2.24973387 2.571124422
	 -2.089038593 2.571124422
	 -1.928343317 2.571124422
	 -1.76764804 2.571124422
	 -1.606952764 2.571124422
	 -1.446257488 2.571124422
	 -1.285562211 2.571124422
	 -1.124866935 2.571124422
	 -0.9641716584 2.571124422
	 -0.803476382 2.571124422
	 -0.6427811056 2.571124422
	 -0.4820858292 2.571124422
	 -0.3213905528 2.571124422
	 -0.1606952764 2.571124422
	   0 2.571124422
	 0.1606952764 2.571124422
	 0.3213905528 2.571124422
	 0.4820858292 2.571124422
	 0.6427811056 2.571124422
	 0.803476382 2.571124422
	 0.9641716584 2.571124422
	 1.124866935 2.571124422
	 1.285562211 2.571124422
	 1.446257488 2.571124422
	 1.606952764 2.571124422
	 1.76764804 2.571124422
	 1.928343317 2.571124422
	 2.089038593 2.571124422
	 2.24973387 2.571124422
	 2.410429146 2.571124422
	 2.571124422 2.571124422
	 2.731819699 2.571124422
	 2.892514975 2.571124422
	 3.053210252 2.571124422
	 3.213905528 2.571124422
	 3.374600804 2.571124422
	 3.535296081 2.571124422
	 3.695991357 2.571124422
	 3.856686634 2.571124422
	 4.01738191 2.571124422
	 -4.01738191 2.731819699
	 -3.856686634 2.731819699
	 -3.695991357 2.731819699
	 -3.535296081 2.731819699
	 -3.374600804 2.731819699
	 -3.213905528 2.731819699
	 -3.053210252 2.731819699
	 -2.892514975 2.731819699
	 -2.731819699 2.731819699
	 -2.571124422 2.731819699
	 -2.410429146 2.731819699
	 -2.24973387 2.731819699
	 -2.089038593 2.731819699
	 -1.928343317 2.731819699
	 -1.76764804 2.731819699
	 -1.606952764 2.731819699
	 -1.446257488 2.731819699
	 -1.285562211 2.731819699
	 -1.124866935 2.731819699
	 -0.9641716584 2.731819699
	 -0.803476382 2.731819699
	 -0.6427811056 2.731819699
	 -0.4820858292 2.731819699
	 -0.3213905528 2.731819699
	 -0.1606952764 2.731819699
	   0 2.731819699
	 0.1606952764 2.731819699
	 0.3213905528 2.731819699
	 0.4820858292 2.731819699
	 0.6427811056 2.731819699
	 0.803476382 2.731819699
	 0.9641716584 2.731819699
	 1.124866935 2.731819699
	 1.285562211 2.731819699
	 1.446257488 2.731819699
	 1.606952764 2.731819699
	 1.76764804 2.731819699
	 1.928343317 2.731819699
	 2.089038593 2.731819699
	 2.24973387 2.731819699
	 2.410429146 2.731819699
	 2.571124422 2.731819699
	 2.731819699 2.731819699
	 2.892514975 2.731819699
	 3.053210252 2.731819699
	 3.213905528 2.731819699
	 3.374600804 2.731819699
	 3.535296081 2.731819699
	 3.695991357 2.731819699
	 3.856686634 2.731819699
	 4.01738191 2.731819699
	 -4.01738191 2.892514975
	 -3.856686634 2.892514975
	 -3.695991357 2.892514975
	 -3.535296081 2.892514975
	 -3.374600804 2.892514975
	 -3.213905528 2.892514975
	 -3.053210252 2.892514975
	 -2.892514975 2.892514975
	 -2.731819699 2.892514975
	 -2.571124422 2.892514975
	 -2.410429146 2.892514975
	 -2.24973387 2.892514975
	 -2.089038593 2.892514975
	 -1.928343317 2.892514975
	 -1.76764804 2.892514975
	 -1.606952764 2.892514975
	 -1.446257488 2.892514975
	 -1.285562211 2.892514975
	 -1.124866935 2.892514975
	 -0.9641716584 2.892514975
	 -0.803476382 2.892514975
	 -0.6427811056 2.892514975
	 -0.4820858292 2.892514975
	 -0.3213905528 2.892514975
	 -0.1606952764 2.892514975
	   0 2.892514975
	 0.1606952764 2.892514975
	 0.3213905528 2.892514975
	 0.4820858292 2.892514975
	 0.6427811056 2.892514975
	 0.803476382 2.892514975
	 0.9641716584 2.892514975
	 1.124866935 2.892514975
	 1.285562211 2.892514975
	 1.446257488 2.892514975
	 1.606952764 2.892514975
	 1.76764804 2.892514975
	 1.928343317 2.892514975
	 2.089038593 2.892514975
	 2.24973387 2.892514975
	 2.410429146 2.892514975
	 2.571124422 2.892514975
	 2.731819699 2.892514975
	 2.892514975 2.892514975
	 3.053210252 2.892514975
	 3.213905528 2.892514975
	 3.374600804 2.892514975
	 3.535296081 2.892514975
	 3.695991357 2.892514975
	 3.856686634 2.892514975
	 4.01738191 2.892514975
	 -4.01738191 3.053210252
	 -3.856686634 3.053210252
	 -3.695991357 3.053210252
	 -3.535296081 3.053210252
	 -3.374600804 3.053210252
	 -3.213905528 3.053210252
	 -3.053210252 3.053210252
	 -2.892514975 3.053210252
	 -2.731819699 3.053210252
	 -2.571124422 3.053210252
	 -2.410429146 3.053210252
	 -2.24973387 3.053210252
	 -2.089038593 3.053210252
	 -1.928343317 3.053210252
	 -1.76764804 3.053210252
	 -1.606952764 3.053210252
	 -1.446257488 3.053210252
	 -1.285562211 3.053210252
	 -1.124866935 3.053210252
	 -0.9641716584 3.053210252
	 -0.803476382 3.053210252
	 -0.6427811056 3.053210252
	 -0.4820858292 3.053210252
	 -0.3213905528 3.053210252
	 -0.1606952764 3.053210252
	   0 3.053210252
	 0.1606952764 3.053210252
	 0.3213905528 3.053210252
	 0.4820858292 3.053210252
	 0.6427811056 3.053210252
	 0.803476382 3.053210252
	 0.9641716584 3.053210252
	 1.124866935 3.053210252
	 1.285562211 3.053210252
	 1.446257488 3.053210252
	 1.606952764 3.053210252
	 1.76764804 3.053210252
	 1.928343317 3.053210252
	 2.089038593 3.053210252
	 2.24973387 3.053210252
	 2.410429146 3.053210252
	 2.571124422 3.053210252
	 2.731819699 3.053210252
	 2.892514975 3.053210252
	 3.053210252 3.053210252
	 3.213905528 3.053210252
	 3.374600804 3.053210252
	 3.535296081 3.053210252
	 3.695991357 3.053210252
	 3.856686634 3.053210252
	 4.01738191 3.053210252
	 -4.01738191 3.213905528
	 -3.856686634 3.213905528
	 -3.695991357 3.213905528
	 -3.535296081 3.213905528
	 -3.374600804 3.213905528
	 -3.213905528 3.213905528
	 -3.053210252 3.213905528
	 -2.892514975 3.213905528
	 -2.731819699 3.213905528
	 -2.571124422 3.213905528
	 -2.410429146 3.213905528
	 -2.24973387 3.213905528
	 -2.089038593 3.213905528
	 -1.928343317 3.213905528
	 -1.76764804 3.213905528
	 -1.606952764 3.213905528
	 -1.446257488 3.213905528
	 -1.285562211 3.213905528
	 -1.124866935 3.213905528
	 -0.9641716584 3.213905528
	 -0.803476382 3.213905528
	 -0.6427811056 3.213905528
	 -0.4820858292 3.213905528
	 -0.3213905528 3.213905528
	 -0.1606952764 3.213905528
	   0 3.213905528
	 0.1606952764 3.213905528
	 0.3213905528 3.213905528
	 0.4820858292 3.213905528
	 0.6427811056 3.213905528
	 0.803476382 3.213905528
	 0.9641716584 3.213905528
	 1.124866935 3.213905528
	 1.285562211 3.213905528
	 1.446257488 3.213905528
	 1.606952764 3.213905528
	 1.76764804 3.213905528
	 1.928343317 3.213905528
	 2.089038593 3.213905528
	 2.24973387 3.213905528
	 2.410429146 3.213905528
	 2.571124422 3.213905528
	 2.731819699 3.213905528
	 2.892514975 3.213905528
	 3.053210252 3.213905528
	 3.213905528 3.213905528
	 3.374600804 3.213905528
	 3.535296081 3.213905528
	 3.695991357 3.213905528
	 3.856686634 3.213905528
	 4.01738191 3.213905528
	 -4.01738191 3.374600804
	 -3.856686634 3.374600804
	 -3.695991357 3.374600804
	 -3.535296081 3.374600804
	 -3.374600804 3.374600804
	 -3.213905528 3.374600804
	 -3.053210252 3.374600804
	 -2.892514975 3.374600804
	 -2.731819699 3.374600804
	 -2.571124422 3.374600804
	 -2.410429146 3.374600804
	 -2.24973387 3.374600804
	 -2.089038593 3.374600804
	 -1.928343317 3.374600804
	 -1.76764804 3.374600804
	 -1.606952764 3.374600804
	 -1.446257488 3.374600804
	 -1.285562211 3.374600804
	 -1.124866935 3.374600804
	 -0.9641716584 3.374600804
	 -0.803476382 3.374600804
	 -0.6427811056 3.374600804
	 -0.4820858292 3.374600804
	 -0.3213905528 3.374600804
	 -0.1606952764 3.374600804
	   0 3.374600804
	 0.1606952764 3.374600804
	 0.3213905528 3.374600804
	 0.4820858292 3.374600804
	 0.6427811056 3.374600804
	 0.803476382 3.374600804
	 0.9641716584 3.374600804
	 1.124866935 3.374600804
	 1.285562211 3.374600804
	 1.446257488 3.374600804
	 1.606952764 3.374600804
	 1.76764804 3.374600804
	 1.928343317 3.374600804
	 2.089038593 3.374600804
	 2.24973387 3.374600804
	 2.410429146 3.374600804
	 2.571124422 3.374600804
	 2.731819699 3.374600804
	 2.892514975 3.374600804
	 3.053210252 3.374600804
	 3.213905528 3.374600804
	 3.374600804 3.374600804
	 3.535296081 3.374600804
	 3.695991357 3.374600804
	 3.856686634 3.374600804
	 4.01738191 3.374600804
	 -4.01738191 3.535296081
	 -3.856686634 3.535296081
	 -3.695991357 3.535296081
	 -3.535296081 3.535296081
	 -3.374600804 3.535296081
	 -3.213905528 3.535296081
	 -3.053210252 3.535296081
	 -2.892514975 3.535296081
	 -2.731819699 3.535296081
	 -2.571124422 3.535296081
	 -2.410429146 3.535296081
	 -2.24973387 3.535296081
	 -2.089038593 3.535296081
	 -1.928343317 3.535296081
	 -1.76764804 3.535296081
	 -1.606952764 3.535296081
	 -1.446257488 3.535296081
	 -1.285562211 3.535296081
	 -1.124866935 3.535296081
	 -0.9641716584 3.535296081
	 -0.803476382 3.535296081
	 -0.6427811056 3.535296081
	 -0.4820858292 3.535296081
	 -0.3213905528 3.535296081
	 -0.1606952764 3.535296081
	   0 3.535296081
	 0.1606952764 3.535296081
	 0.3213905528 3.535296081
	 0.4820858292 3.535296081
	 0.6427811056 3.535296081
	 0.803476382 3.535296081
	 0.9641716584 3.535296081
	 1.124866935 3.535296081
	 1.285562211 3.535296081
	 1.446257488 3.535296081
	 1.606952764 3.535296081
	 1.76764804 3.535296081
	 1.928343317 3.535296081
	 2.089038593 3.535296081
	 2.24973387 3.535296081
	 2.410429146 3.535296081
	 2.571124422 3.535296081
	 2.731819699 3.535296081
	 2.892514975 3.535296081
	 3.053210252 3.535296081
	 3.213905528 3.535296081
	 3.374600804 3.535296081
	 3.535296081 3.535296081
	 3.695991357 3.535296081
	 3.856686634 3.535296081
	 4.01738191 3.535296081
	 -4.01738191 3.695991357
	 -3.856686634 3.695991357
	 -3.695991357 3.695991357
	 -3.535296081 3.695991357
	 -3.374600804 3.695991357
	 -3.213905528 3.695991357
	 -3.053210252 3.695991357
	 -2.892514975 3.695991357
	 -2.731819699 3.695991357
	 -2.571124422 3.695991357
	 -2.410429146 3.695991357
	 -2.24973387 3.695991357
	 -2.089038593 3.695991357
	 -1.928343317 3.695991357
	 -1.76764804 3.695991357
	 -1.606952764 3.695991357
	 -1.446257488 3.695991357
	 -1.285562211 3.695991357
	 -1.124866935 3.695991357
	 -0.9641716584 3.695991357
	 -0.803476382 3.695991357
	 -0.6427811056 3.695991357
	 -0.4820858292 3.695991357
	 -0.3213905528 3.695991357
	 -0.1606952764 3.695991357
	   0 3.695991357
	 0.1606952764 3.695991357
	 0.3213905528 3.695991357
	 0.4820858292 3.695991357
	 0.6427811056 3.695991357
	 0.803476382 3.695991357
	 0.9641716584 3.695991357
	 1.124866935 3.695991357
	 1.285562211 3.695991357
	 1.446257488 3.695991357
	 1.606952764 3.695991357
	 1.76764804 3.695991357
	 1.928343317 3.695991357
	 2.089038593 3.695991357
	 2.24973387 3.695991357
	 2.410429146 3.695991357
	 2.571124422 3.695991357
	 2.731819699 3.695991357
	 2.892514975 3.695991357
	 3.053210252 3.695991357
	 3.213905528 3.695991357
	 3.374600804 3.695991357
	 3.535296081 3.695991357
	 3.695991357 3.695991357
	 3.856686634 3.695991357
	 4.01738191 3.695991357
	 -4.01738191 3.856686634
	 -3.856686634 3.856686634
	 -3.695991357 3.856686634
	 -3.535296081 3.856686634
	 -3.374600804 3.856686634
	 -3.213905528 3.856686634
	 -3.053210252 3.856686634
	 -2.892514975 3.856686634
	 -2.731819699 3.856686634
	 -2.571124422 3.856686634
	 -2.410429146 3.856686634
	 -2.24973387 3.856686634
	 -2.089038593 3.856686634
	 -1.928343317 3.856686634
	 -1.76764804 3.856686634
	 -1.606952764 3.856686634
	 -1.446257488 3.856686634
	 -1.285562211 3.856686634
	 -1.124866935 3.856686634
	 -0.9641716584 3.856686634
	 -0.803476382 3.856686634
	 -0.6427811056 3.856686634
	 -0.4820858292 3.856686634
	 -0.3213905528 3.856686634
	 -0.1606952764 3.856686634
	   0 3.856686634
	 0.1606952764 3.856686634
	 0.3213905528 3.856686634
	 0.4820858292 3.856686634
	 0.6427811056 3.856686634
	 0.803476382 3.856686634
	 0.9641716584 3.856686634
	 1.124866935 3.856686634
	 1.285562211 3.856686634
	 1.446257488 3.856686634
	 1.606952764 3.856686634
	 1.76764804 3.856686634
	 1.928343317 3.856686634
	 2.089038593 3.856686634
	 2.24973387 3.856686634
	 2.410429146 3.856686634
	 2.571124422 3.856686634
	 2.731819699 3.856686634
	 2.892514975 3.856686634
	 3.053210252 3.856686634
	 3.213905528 3.856686634
	 3.374600804 3.856686634
	 3.535296081 3.856686634
	 3.695991357 3.856686634
	 3.856686634 3.856686634
	 4.01738191 3.856686634
	 -4.01738191 4.01738191
	 -3.856686634 4.01738191
	 -3.695991357 4.01738191
	 -3.535296081 4.01738191
	 -3.374600804 4.01738191
	 -3.213905528 4.01738191
	 -3.053210252 4.01738191
	 -2.892514975 4.01738191
	 -2.731819699 4.01738191
	 -2.571124422 4.01738191
	 -2.410429146 4.01738191
	 -2.24973387 4.01738191
	 -2.089038593 4.01738191
	 -1.928343317 4.01738191
	 -1.76764804 4.01738191
	 -1.606952764 4.01738191
	 -1.446257488 4.01738191
	 -1.285562211 4.01738191
	 -1.124866935 4.01738191
	 -0.9641716584 4.01738191
	 -0.803476382 4.01738191
	 -0.6427811056 4.01738191
	 -0.4820858292 4.01738191
	 -0.3213905528 4.01738191
	 -0.1606952764 4.01738191
	   0 4.01738191
	 0.1606952764 4.01738191
	 0.3213905528 4.01738191
	 0.4820858292 4.01738191
	 0.6427811056 4.01738191
	 0.803476382 4.01738191
	 0.9641716584 4.01738191
	 1.124866935 4.01738191
	 1.285562211 4.01738191
	 1.446257488 4.01738191
	 1.606952764 4.01738191
	 1.76764804 4.01738191
	 1.928343317 4.01738191
	 2.089038593 4.01738191
	 2.24973387 4.01738191
	 2.410429146 4.01738191
	 2.571124422 4.01738191
	 2.731819699 4.01738191
	 2.892514975 4.01738191
	 3.053210252 4.01738191
	 3.213905528 4.01738191
	 3.374600804 4.01738191
	 3.535296081 4.01738191
	 3.695991357 4.01738191
	 3.856686634 4.01738191
	 4.01738191 4.01738191
	
